time_s,hx,hy,hz,h_mag,dH_abs,dH_rel
1940.0,-0.000179290771484375,-40885208974.96283,32405217325.24171,52169899586.08821,0.000396728515625,7.604548192973634e-15
1950.0,-0.0002231597900390625,-40885208974.96298,32405217325.241646,52169899586.08829,0.0004730224609375,9.066961307007025e-15
1960.0,-0.000293731689453125,-40885208974.96276,32405217325.24128,52169899586.08789,7.62939453125e-05,1.462413114033391e-15
1970.0,-0.0003757476806640625,-40885208974.96235,32405217325.241066,52169899586.08743,-0.0003814697265625,-7.312065570166956e-15
1980.0,-0.00032806396484375,-40885208974.96253,32405217325.241463,52169899586.08782,7.62939453125e-06,1.462413114033391e-16
1990.0,-0.000713348388671875,-40885208974.962036,32405217325.241333,52169899586.08735,-0.00046539306640625,-8.920719995603686e-15
2000.0,-0.000690460205078125,-40885208974.96221,32405217325.241257,52169899586.08744,-0.00037384033203125,-7.165824258763617e-15
2010.0,-0.0007610321044921875,-40885208974.9625,32405217325.2415,52169899586.08782,7.62939453125e-06,1.462413114033391e-16
2020.0,-0.0006256103515625,-40885208974.96243,32405217325.24166,52169899586.08787,5.340576171875e-05,1.0236891798233737e-15
2030.0,-0.00031280517578125,-40885208974.96232,32405217325.241714,52169899586.087814,0.0,0.0
2040.0,-8.7738037109375e-05,-40885208974.96198,32405217325.24183,52169899586.087616,-0.0001983642578125,-3.802274096486817e-15
2050.0,-7.62939453125e-06,-40885208974.96205,32405217325.241882,52169899586.08771,-0.0001068115234375,-2.0473783596467473e-15
2060.0,0.000152587890625,-40885208974.962364,32405217325.242214,52169899586.08816,0.00034332275390625,6.58085901315026e-15
2070.0,0.0002574920654296875,-40885208974.96219,32405217325.24221,52169899586.08801,0.0001983642578125,3.802274096486817e-15
2080.0,0.000339508056640625,-40885208974.96168,32405217325.24193,52169899586.08744,-0.00037384033203125,-7.165824258763617e-15
2090.0,-0.00012969970703125,-40885208974.96231,32405217325.24228,52169899586.08816,0.00034332275390625,6.58085901315026e-15
2100.0,0.00019073486328125,-40885208974.96173,32405217325.24234,52169899586.08774,-7.62939453125e-05,-1.462413114033391e-15
2110.0,0.0003528594970703125,-40885208974.9615,32405217325.2424,52169899586.0876,-0.000213623046875,-4.094756719293495e-15
2120.0,0.00054931640625,-40885208974.96108,32405217325.242176,52169899586.08713,-0.0006866455078125,-1.316171802630052e-14
2130.0,0.000484466552734375,-40885208974.96115,32405217325.242073,52169899586.08712,-0.00069427490234375,-1.3307959337703858e-14
2140.0,0.0004863739013671875,-40885208974.96138,32405217325.24225,52169899586.0874,-0.0004119873046875,-7.897030815780312e-15
2150.0,0.0004825592041015625,-40885208974.96117,32405217325.241707,52169899586.08691,-0.00090789794921875,-1.7402716056997353e-14
2160.0,0.0003662109375,-40885208974.960594,32405217325.241333,52169899586.08622,-0.00159454345703125,-3.0564434083297875e-14
2170.0,0.0001735687255859375,-40885208974.960785,32405217325.241447,52169899586.08645,-0.00136566162109375,-2.61771947411977e-14
