time_s,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms
1830.0,-3134332.226462882,3768039.1156972847,4754082.19376827,-6787.9090414408965,-2178.489722833834,-2748.569980997914
1840.0,-3202013.6811439157,3746018.7817450953,4726299.446740295,-6748.2406571300135,-2225.531115579158,-2807.9214475707918
1850.0,-3269294.223183746,3723529.422225454,4697924.9367209645,-6707.72734982454,-2272.293857561828,-2866.9213443779813
1860.0,-3336165.42862716,3700573.852950343,4668962.216380833,-6666.3741920502525,-2318.7720937867316,-2925.5622842541266
1870.0,-3402618.924770511,3677154.948104195,4639414.912038154,-6624.186361487591,-2364.960004880698,-2983.8369249775797
1880.0,-3468646.391210035,3653275.6398840267,4609286.723204849,-6581.16914032338,-2410.851807821125,-3041.737970189695
1890.0,-3534239.560883616,3628938.91813231,4578581.422123303,-6537.327914589467,-2456.441756660049,-3099.2581703083783
1900.0,-3599390.2211058796,3604147.8299626224,4547302.853294051,-6492.668173488353,-2501.724143243575,-3156.390323435784
1910.0,-3664090.2145964694,3578905.479378131,4515454.932994429,-6447.195508705914,-2546.693297926573,-3213.127276260036
1920.0,-3728331.4405013938,3553215.0268829507,4483041.648788226,-6400.9156137112805,-2591.343590282556,-3269.46192495087
1930.0,-3792105.855407303,3527079.689086427,4450067.059026415,-6353.834283043984,-2635.669429808643,-3325.3872160490773
1940.0,-3855405.474348578,3500502.7383003994,4416535.292339029,-6305.957411588441,-2679.6652666255286,-3380.8961473496443
1950.0,-3918222.3718070975,3473487.5021294844,4382450.547118218,-6257.290993835873,-2723.3255921723603,-3435.981768778473
1960.0,-3980548.682704564,3446037.3630544385,4347817.090992593,-6207.841123133765,-2766.6449398964482,-3490.6371832625746
1970.0,-4042376.6033872636,3418155.7580086505,4312639.26029289,-6157.613990922932,-2809.6178859377114,-3544.8555475936278
1980.0,-4103698.392603131,3389846.1779478155,4276921.459509028,-6106.615885962316,-2852.2390498077807,-3598.6300732847917
1990.0,-4164506.372471006,3361112.167412844,4240668.160738646,-6054.853193541587,-2894.5030950636688,-3651.9540274206693
2000.0,-4224792.929441952,3331957.324086063,4203883.903127163,-6002.332394681672,-2936.4047299759286,-3704.820733500309
2010.0,-4284550.515252522,3302385.2983407634,4166573.292299449,-5949.060065323283,-2977.938708191212,-3757.2235722731484
2020.0,-4343771.6478698505,3272399.79278415,4128740.999783172,-5895.042875503572,-3019.099829389145,-3809.155982567785
2030.0,-4402448.912428449,3242004.5617937515,4090391.7624238916,-5840.287588520993,-3059.8829399334427,-3860.6114621134775
2040.0,-4460574.962158597,3211203.4110473464,4051530.3817919767,-5784.801060088503,-3100.282933517178,-3911.5835683542714
2050.0,-4518142.519306206,3180000.197046471,4012161.7235814175,-5728.590237475171,-3140.2947518021233,-3962.0659192556495
2060.0,-4575144.376044037,3148398.826633557,3972290.7170006097,-5671.662158636349,-3179.9133850520857,-4012.0521941036027
2070.0,-4631573.39537417,3116403.2565027745,3931922.3541551856,-5614.023951332462,-3219.13387276016,-4061.536134296023
2080.0,-4687422.5120216,3084017.492704623,3891061.689422971,-5555.682832236576,-3257.9513042698163,-4110.511544126323
2090.0,-4742684.733318858,3051245.590144352,3849713.8388211443,-5496.64610603082,-3296.3608193897426,-4158.972291559176
2100.0,-4797353.140081531,3018091.6520742606,3807883.979365678,-5436.921164491792,-3334.3576090023753,-4206.912308998285
2110.0,-4851420.887474597,2984559.8295799424,3765577.3484231443,-5376.515485565064,-3371.93691566603,-4254.32559404609
2120.0,-4904881.205869436,2950654.321060544,3722799.2430549623,-5315.436632428896,-3409.0940342105637,-4301.206210255303
2130.0,-4957727.401691432,2916379.371703098,3679555.0193541716,-5253.692252547273,-3445.824312326493,-4347.548287872186
2140.0,-5009952.858258053,2881739.2729509994,3635850.0917748166,-5191.290076712397,-3482.123151147492,-4393.346024571489
2150.0,-5061551.036607301,2846738.361966688,3591689.9324540207,-5128.237918076744,-3517.9860058262016,-4438.593686182931
2160.0,-5112515.476316433,2811381.021088609,3547080.07052684,-5064.543671174801,-3553.408386103271,-4483.285607409163
2170.0,-5162839.796310848,2775671.677282515,3502026.091433981,-5000.2153109346245,-3588.3858568695696,-4527.416192535093
2180.0,-5212517.695663033,2739614.8015871826,3456533.636222466,-4935.26089167933,-3622.9140387214893,-4570.9799161285055
2190.0,-5261542.954381486,2703214.9085546094,3410608.4008393395,-4869.688546118632,-3656.9886085092744,-4613.971323731886
2200.0,-5309909.434189498,2666476.555684763,3364256.135418498,-4803.506484330585,-3690.6052998783084,-4656.3850325453495
2210.0,-5357611.079293701,2629404.342854952,3317482.6435607374,-4736.722992733623,-3723.759903803288,-4698.215732100605
2220.0,-5404641.917142294,2592002.9117438938,3270293.781607103,-4669.346433049049,-3756.4482691152202,-4739.4581849258575
2230.0,-5450996.059172847,2554276.945250544,3222695.457905641,-4601.385241254093,-3788.666303021176,-4780.107227201573
2240.0,-5496667.701549583,2516231.166907771,3174693.632071632,-4532.8479265256765,-3820.4099716167343,-4820.157769407024
2250.0,-5541651.1258900575,2477870.3402909352,3126294.314241413,-4463.7430701750045,-3851.6753003910508,-4859.604796957528
2260.0,-5585940.699981137,2439199.2684214623,3077503.564319866,-4394.079324573135,-3882.4583747244947,-4898.443370832309
2270.0,-5629530.878484188,2400222.793165472,3028327.4912216803,-4323.865412067641,-3912.755340378783,-4936.668628192889
2280.0,-5672416.203629387,2360945.794627547,2978772.252106479,-4253.110123890524,-3942.5624039795553,-4974.275782991951
2290.0,-5714591.305899071,2321373.190539711,2928844.0516079008,-4181.822319057487,-3971.87583349133,-5011.260126572583
2300.0,-5756050.904700033,2281509.9356456995,2878549.141056741,-4110.010923258737,-4000.6919586847785,-5047.6170282578305
2310.0,-5796789.809024691,2241361.021080591,2827893.8176982454,-4037.684927741426,-4029.007171596261,-5083.341935930484
2320.0,-5836802.918101028,2200931.4737458862,2776884.423903653,-3964.85338818389,-4056.817926979566,-5118.430376603041
2330.0,-5876085.222031247,2160226.3556801095,2725527.346376093,-3891.5254235618218,-4084.1207427498002,-5152.877956977743
2340.0,-5914631.802419041,2119250.7634250065,2673829.0153509267,-3817.710215006516,-4110.912200419367,-5186.680363996656
2350.0,-5952437.832985408,2078009.827387426,2621795.903790641,-3743.4170046553318,-4137.188945525981,-5219.83336538168
2360.0,-5989498.580172929,2036508.7111969597,2569434.5265743933,-3668.655094494519,-4162.94768805267,-5252.332810164469
2370.0,-6025809.403738445,1994752.6110594228,2516751.4396823044,-3593.433845194548,-4188.185202839707,-5284.1746292061525
2380.0,-6061365.75733404,1952746.7551062554,2463753.239374611,-3517.762674938098,-4212.898329988419,-5315.3548357068175
2390.0,-6096163.1890762765,1910496.4027399272,2410446.5613657692,-3441.6510582408337,-4237.08397525683,-5345.869525704687
2400.0,-6130197.3421036,1868006.8439754264,2356838.0799936214,-3365.108524765141,-4260.7391104470735,-5375.714878564912
