time_s,a_m,e_,i_deg,Omega_deg,omega_deg,nu_deg
1470.0,6828137.000000004,7.754660589529675e-16,51.600000000000016,180.0,0.0,85.75560829014026
1480.0,6828137.000000002,5.27520386242072e-16,51.60000000000001,180.0,0.0,85.11448997918882
1490.0,6828137.000000004,7.789463994888251e-16,51.60000000000001,180.0,0.0,84.47337166823739
1500.0,6828137.000000002,5.311972827593764e-16,51.60000000000001,180.0,0.0,83.83225335728598
1510.0,6828137.000000002,5.3250798083074855e-16,51.60000000000001,180.0,0.0,83.19113504633455
1520.0,6828137.000000002,5.327692698863179e-16,51.60000000000001,180.0,0.0,82.55001673538311
1530.0,6828137.000000004,7.889319162502654e-16,51.60000000000001,180.0,0.0,81.90889842443168
1540.0,6828137.000000002,5.442629030533347e-16,51.60000000000001,180.0,0.0,81.26778011348027
1550.0,6828137.000000004,7.898319226128918e-16,51.600000000000016,180.0,0.0,80.62666180252883
1560.0,6828137.000000004,7.877945699235429e-16,51.60000000000001,180.0,0.0,79.9855434915774
1570.0,6828137.000000004,7.907050751389982e-16,51.60000000000001,180.0,0.0,79.34442518062598
1580.0,6828137.000000004,7.960265180297018e-16,51.60000000000001,180.0,0.0,78.70330686967456
1590.0,6828137.000000004,9.22404128938487e-16,51.600000000000016,180.0,0.0,78.06218855872312
1600.0,6828137.000000004,9.317334182445552e-16,51.60000000000001,180.0,0.0,77.4210702477717
1610.0,6828137.000000004,9.356740233889316e-16,51.60000000000001,180.0,0.0,76.77995193682027
1620.0,6828137.000000004,9.401430424767726e-16,51.600000000000016,180.0,0.0,76.13883362586884
1630.0,6828137.000000004,9.403394305116488e-16,51.600000000000016,180.0,0.0,75.49771531491741
1640.0,6828137.000000004,9.35982660009372e-16,51.600000000000016,180.0,0.0,74.85659700396599
1650.0,6828137.000000004,9.408197747484717e-16,51.600000000000016,180.0,0.0,74.21547869301456
1660.0,6828137.000000004,9.45526281583112e-16,51.600000000000016,180.0,0.0,73.57436038206313
