time_s,r_error_norm_m,v_error_norm_ms,vx_error_ms,vy_error_ms,vz_error_ms,h_error_m2s,energy_error_Jkg
930.0,0.0026773547485569884,4.015240619142611e-06,-2.002186192839872e-06,-2.161862084903987e-06,-2.7275923457636964e-06,19.63237762451172,-0.02196791023015976
940.0,0.002715871120104395,4.079465442400382e-06,-2.043365384452045e-06,-2.19316098082345e-06,-2.767081696219975e-06,19.63237762451172,-0.021967902779579163
950.0,0.0027550327082393545,4.145072087535594e-06,-2.0842726371483877e-06,-2.2255321709963027e-06,-2.807923920045141e-06,19.63237762451172,-0.021967899054288864
960.0,0.0027948589802612384,4.2120442777835835e-06,-2.1248679331620224e-06,-2.258984295622213e-06,-2.8501303859229665e-06,19.63239288330078,-0.021967902779579163
970.0,0.002835364154170626,4.280362975244459e-06,-2.165106707252562e-06,-2.293525994900847e-06,-2.893710188800469e-06,19.63239288330078,-0.021967913955450058
980.0,0.0028765676524766036,4.350009691025088e-06,-2.204947122663725e-06,-2.3291622710530646e-06,-2.9386724236246664e-06,19.63238525390625,-0.021967902779579163
990.0,0.0029184874839699787,4.420968626692054e-06,-2.244343704660423e-06,-2.3659026737732347e-06,-2.985027549584629e-06,19.63238525390625,-0.021967902779579163
1000.0,0.0029611385386350687,4.4932225519689724e-06,-2.283255525981076e-06,-2.4037526600295678e-06,-3.0327819331432693e-06,19.63237762451172,-0.021967895328998566
1010.0,0.003004539413631556,4.56675214008763e-06,-2.3216334739117883e-06,-2.442717459416599e-06,-3.0819433050055522e-06,19.63237762451172,-0.021967895328998566
1020.0,0.0030487059033494344,4.6415390310800965e-06,-2.359432983212173e-06,-2.482801392034162e-06,-3.132516212644987e-06,19.63237762451172,-0.021967899054288864
1030.0,0.003093656413913728,4.717569462471149e-06,-2.3966085791471414e-06,-2.5240105969714932e-06,-3.18450929626124e-06,19.63239288330078,-0.021967899054288864
1040.0,0.0031394025096577816,4.7948242906285044e-06,-2.433114786981605e-06,-2.5663466658443213e-06,-3.2379248295910656e-06,19.63237762451172,-0.02196790650486946
1050.0,0.0031859639978329807,4.873287132604275e-06,-2.468902494001668e-06,-2.6098143734998303e-06,-3.2927673601079732e-06,19.63239288330078,-0.02196791023015976
1060.0,0.0032333536198823243,4.9529401598102e-06,-2.50392531597754e-06,-2.654414629432722e-06,-3.349038252054015e-06,19.63238525390625,-0.021967902779579163
1070.0,0.0032815860979545195,5.033769485432484e-06,-2.5381359591847286e-06,-2.7001499347534264e-06,-3.4067420529027004e-06,19.632362365722656,-0.021967891603708267
1080.0,0.0033306807864644386,5.11575850159589e-06,-2.5714844014146365e-06,-2.747021653703996e-06,-3.4658801268960815e-06,19.63238525390625,-0.021967895328998566
1090.0,0.0033806470665746022,5.198890079385387e-06,-2.6039233489427716e-06,-2.7950295589107554e-06,-3.526450200297404e-06,19.63237762451172,-0.021967902779579163
1100.0,0.003431501028059034,5.283148377980473e-06,-2.635402779560536e-06,-2.844172286131652e-06,-3.588452727854019e-06,19.63237762451172,-0.021967899054288864
1110.0,0.0034832579167121806,5.368519842171223e-06,-2.6658735805540346e-06,-2.8944500627403613e-06,-3.651887482192251e-06,19.63239288330078,-0.021967899054288864
1120.0,0.003535927393256668,5.454988869729097e-06,-2.695286639209371e-06,-2.9458603876264533e-06,-3.7167512800806435e-06,19.63239288330078,-0.02196790650486946
1130.0,0.003589524096143398,5.542541402041371e-06,-2.72359284281265e-06,-2.9984009870531736e-06,-3.7830409382877406e-06,19.63237762451172,-0.021967895328998566
1140.0,0.0036440626641646113,5.631160081952659e-06,-2.7507394406711683e-06,-3.0520673135470133e-06,-3.850750772471656e-06,19.63238525390625,-0.021967899054288864
1150.0,0.0036995509968566448,5.7208353004379695e-06,-2.776678229565732e-06,-3.1068577754922444e-06,-3.919878736269311e-06,19.63237762451172,-0.021967880427837372
1160.0,0.0037560061918947476,5.81155064888975e-06,-2.8013582777930424e-06,-3.1627655516786035e-06,-3.990416871602065e-06,19.63237762451172,-0.02196788787841797
1170.0,0.003813434711260492,5.9032924575140016e-06,-2.824726834660396e-06,-3.2197858672589064e-06,-4.062358812007005e-06,19.63237762451172,-0.02196790650486946
1180.0,0.003871850801391581,5.9960462524408564e-06,-2.846735696948599e-06,-3.2779107641545124e-06,-4.135694325668737e-06,19.63237762451172,-0.021967891603708267
1190.0,0.003931262620802842,6.08980201478889e-06,-2.867332113964949e-06,-3.3371361496392637e-06,-4.210417728245375e-06,19.632369995117188,-0.02196788787841797
1200.0,0.003991681988250938,6.1845453896601165e-06,-2.8864660635008477e-06,-3.3974522466451162e-06,-4.2865176510531455e-06,19.632354736328125,-0.02196788787841797
1210.0,0.004053120052307787,6.280263513767694e-06,-2.904084794863593e-06,-3.4588509834065917e-06,-4.363983407529304e-06,19.632369995117188,-0.021967891603708267
1220.0,0.004115584226986169,6.376942640196978e-06,-2.920138285844587e-06,-3.521321332300431e-06,-4.4428015826269984e-06,19.63237762451172,-0.021967895328998566
1230.0,0.0041790826755091865,6.474574511474735e-06,-2.934576514235232e-06,-3.584855789995345e-06,-4.5229619445308344e-06,19.63237762451172,-0.021967899054288864
1240.0,0.004243624108534791,6.573144600507982e-06,-2.947345819848124e-06,-3.649442078312859e-06,-4.604449486578233e-06,19.632369995117188,-0.021967895328998566
1250.0,0.0043092204424454265,6.672641757837767e-06,-2.958397089969367e-06,-3.715068487508688e-06,-4.687248747359263e-06,19.63237762451172,-0.021967891603708267
1260.0,0.004375875269142426,6.773053464959628e-06,-2.9676793928956613e-06,-3.7817211477886303e-06,-4.771343355969293e-06,19.63237762451172,-0.02196788787841797
1270.0,0.004443598049549851,6.874371192998494e-06,-2.9751399779343046e-06,-3.849389258903102e-06,-4.856719442614121e-06,19.63237762451172,-0.021967891603708267
1280.0,0.00451239607889401,6.976582229731239e-06,-2.980729732371401e-06,-3.918057245755335e-06,-4.943356884723471e-06,19.63237762451172,-0.02196788415312767
1290.0,0.004582274961284708,7.079675971646494e-06,-2.9843977245036513e-06,-3.987710329056426e-06,-5.031237265029631e-06,19.63237762451172,-0.021967895328998566
1300.0,0.0046532405618813135,7.183641968870649e-06,-2.9860939321224578e-06,-4.0583329337096075e-06,-5.120340688336e-06,19.632369995117188,-0.021967880427837372
1310.0,0.004725301128756667,7.2884684579595045e-06,-2.985768333019223e-06,-4.129907551941869e-06,-5.210645213082898e-06,19.632369995117188,-0.02196788415312767
1320.0,0.004798461157457455,7.394148111134111e-06,-2.9833709049853496e-06,-4.2024188928735384e-06,-5.3021316261947504e-06,19.63237762451172,-0.02196788415312767
1330.0,0.004872725598171338,7.500668279954274e-06,-2.978850716317538e-06,-4.275847345525108e-06,-5.394775485001446e-06,19.63237762451172,-0.02196788415312767
1340.0,0.004948099033058934,7.6080211293298775e-06,-2.9721622922807e-06,-4.350174776845961e-06,-5.4885531994841585e-06,19.632362365722656,-0.02196788787841797
1350.0,0.005024586864183525,7.71619379041496e-06,-2.9632537916768342e-06,-4.4253799842408625e-06,-5.583438507983374e-06,19.632362365722656,-0.021967880427837372
1360.0,0.005102193598116196,7.825179874356633e-06,-2.9520770112867467e-06,-4.501444692550649e-06,-5.679408161540778e-06,19.632362365722656,-0.021967891603708267
1370.0,0.0051809222752179146,7.934969103127176e-06,-2.9385837478912435e-06,-4.5783470454807684e-06,-5.7764347616284795e-06,19.63237762451172,-0.021967876702547073
1380.0,0.005260777134950578,8.0455522038841e-06,-2.922728526755236e-06,-4.656064589880771e-06,-5.87448982969363e-06,19.63239288330078,-0.021967869251966476
1390.0,0.005341759775714272,8.156918209877648e-06,-2.904464054154232e-06,-4.734573380460461e-06,-5.973543181880814e-06,19.632362365722656,-0.021967865526676178
1400.0,0.005423874414183835,8.26906086083227e-06,-2.8837421268690377e-06,-4.81385204764706e-06,-6.073567924147483e-06,19.632354736328125,-0.021967876702547073
1410.0,0.005507124570574246,8.38197010473155e-06,-2.8605172701645643e-06,-4.893875413358728e-06,-6.174532146019374e-06,19.632354736328125,-0.021967876702547073
1420.0,0.005591512245857792,8.49563689957438e-06,-2.834744009305723e-06,-4.974618121877938e-06,-6.276404008076497e-06,19.632362365722656,-0.021967872977256775
1430.0,0.005677037049106225,8.61005169791396e-06,-2.8063795980415307e-06,-5.0560532258714375e-06,-6.379149596114075e-06,19.632354736328125,-0.021967865526676178
1440.0,0.005763704331031927,8.725207933173025e-06,-2.775376742647495e-06,-5.1381562684582605e-06,-6.48273766046259e-06,19.632354736328125,-0.021967869251966476
1450.0,0.005851513420165911,8.841096726204376e-06,-2.7416936063673347e-06,-5.220898941615815e-06,-6.587133043467475e-06,19.632354736328125,-0.021967865526676178
1460.0,0.005940465878887403,8.957709373682576e-06,-2.705287442950066e-06,-5.3042531362734735e-06,-6.692299734822882e-06,19.632354736328125,-0.021967869251966476
1470.0,0.006030560673971871,9.075035866656586e-06,-2.666115506144706e-06,-5.388188810684369e-06,-6.798200161028944e-06,19.632354736328125,-0.02196785807609558
1480.0,0.006121803733522649,9.19307164634211e-06,-2.624136868689675e-06,-5.472678708429157e-06,-6.904799761286995e-06,19.632362365722656,-0.021967876702547073
1490.0,0.006214188879134987,9.311806612561813e-06,-2.5793115128180943e-06,-5.557691054036695e-06,-7.012058517830155e-06,19.632354736328125,-0.021967869251966476
1500.0,0.0063077208773130436,9.431232689908313e-06,-2.5315985112683848e-06,-5.643194867843704e-06,-7.119937549759925e-06,19.632354736328125,-0.021967865526676178
1510.0,0.006402398209899285,9.551341062944836e-06,-2.4809596652630717e-06,-5.729157805944851e-06,-7.228395816127886e-06,19.632362365722656,-0.021967880427837372
1520.0,0.00649821903672716,9.672126719957417e-06,-2.4273576855193824e-06,-5.815549229737371e-06,-7.337394436035538e-06,19.632354736328125,-0.021967876702547073
1530.0,0.006595186139004416,9.793580330616908e-06,-2.3707543732598424e-06,-5.9023350331699476e-06,-7.446890663231898e-06,19.632362365722656,-0.02196788415312767
1540.0,0.006693295097563416,9.915694522445539e-06,-2.3111142581910826e-06,-5.989481451251777e-06,-7.556841978839657e-06,19.632362365722656,-0.02196786180138588
